section_order,section_code,section,question_order,variable,questionnaire_type,question_text,condition_inherited,condition_local,condition_effective,validation_questionnaire,validation_message,variable_expression,options,source_regle,source_document
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,6,Q5,single-select,Q5. Dans quelle mesure faites-vous confiance à la police pour agir dans votre intérêt ?,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,7,Q6,single-select,Q6. Dans quelle mesure faites-vous confiance aux forces armées de Côte d’Ivoire pour agir dans votre intérêt ?,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,8,Q7,single-select,Q7. Dans quelle mesure faites-vous confiance aux chefs traditionnels pour agir dans votre intérêt ?,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,9,Q8,single-select,Q8. Dans quelle mesure faites-vous confiance aux chefs religieux pour agir dans votre intérêt ?,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,10,Q9,single-select,"Q9. Dans quelle mesure faites-vous confiance aux autorités gouvernementales locales (par exemple préfecture, sous-préfecture) pour agir dans votre intérêt ?",HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,11,Q10,single-select,Q10. Dans quelle mesure faites-vous confiance aux autorités gouvernementales centrales pour agir dans votre intérêt ?,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,01:Pas du tout confiance|02:Juste un peu confiance|03:Partiellement confiance|04:Beaucoup confiance|09:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
18,Q,Q.COHESION SOCIALE ET ENGAGEMENT,12,HHQ_fin,date: current time,HHQ_fin. Heure de fin,HHP_fin!=null && consentement==1,,(HHP_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,1,HHR_debut,date: current time,HHR_debut. Heure de début,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,2,R1,single-select,R1. Est-ce que le numéro avec lequel nous vous avons joint aujourd’hui est le meilleur moyen de vous contacter pour les prochaines vagues de cette étude ?,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,3,R1A,text,R1A. Quel est le meilleur numéro pour vous contacter à l'avenir ?,HHQ_fin!=null && consentement==1,R1==2,(HHQ_fin!=null && consentement==1) && (R1==2),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,4,R2,single-select,R2. Avez-vous un autre numéro que nous pourrions essayer si celui-ci ne fonctionne pas ?,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,5,R2A,text,R2A. Quel est ce numéro ?,HHQ_fin!=null && consentement==1,R2==1,(HHQ_fin!=null && consentement==1) && (R2==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,6,R3,single-select,R3. Utilisez-vous WhatsApp ?,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,7,R3A,single-select,R3A. Ce compte WhatsApp est-il lié au même numéro que nous utiliserons pour vous contacter à l'avenir ?,HHQ_fin!=null && consentement==1,R3==1,(HHQ_fin!=null && consentement==1) && (R3==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,8,R3B,text,R3B. Quuel numéro est lié à votre compte WhatsApp ?,HHQ_fin!=null && consentement==1,R3A==2,(HHQ_fin!=null && consentement==1) && (R3A==2),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,9,R4,text,"R4. Pouvez-vous fournir le contact d'une personne pouvant vous joindre facilement, au cas où nous n’arriverions pas à vous contacter directement ?",HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,10,R5,single-select,R5. Acceptez-vous d'être recontacté pour les prochaines vagues de cette étude ?,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,11,R6,text,R6. Veuillez nous indiquer un contact sur lequel vous pouvez recevoir un dépôt Wave,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,12,R7,single-select,R7. A qui appartient ce contact ?,HHQ_fin!=null && consentement==1,R6!=null,(HHQ_fin!=null && consentement==1) && (R6!=null),,,,01:Vous-même|02:Un parent|03:Un ami/connaissance,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
19,R,R. SUIVI PANEL,13,HHR_fin,date: current time,HHR_fin. Heure de fin,HHQ_fin!=null && consentement==1,,(HHQ_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
